action_de_formation_af_identifiant_onisep,formation_for_libelle,for_url_et_id_onisep,for_indexation_domaine_web_onisep,for_type,for_nature_du_certificat,for_url_referentiel,for_niveau_de_sortie,lieu_denseignement_ens_libelle,ens_url_et_id_onisep,ens_code_uai,ens_statut,ens_adresse,ens_code_postal,ens_commune,ens_departement,ens_academie,ens_region,ens_latitude,ens_longitude,ens_n_telephone,ens_site_web,ens_hebergement,ens_accessibilite,af_duree_cycle_standard,af_modalites_scolarite,af_elements_denseignement,af_cout_scolarite,af_modalites_accueil,af_page_web,af_date_de_creation,af_date_de_modification
AF.17601,"master mention archéologie, sciences pour l'archéologie",https://www.onisep.fr/http/redirection/formation/slug/FOR.11594,"histoire-géographie, psychologie, sociologie/histoire",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/40717/,bac + 5,"Faculté des arts, lettres, langues et sciences humaines - Site Schuman - Aix-en-Provence",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19132,0134017W,public,29 avenue Robert Schuman,13621,Aix-en-Provence,Bouches-du-Rhône,Aix-Marseille,Provence-Alpes-Côte d'Azur,43.5155,5.44692,04 42 95 37 52,http://allsh.univ-amu.fr/,sans hébergement,,2 ans,"temps plein, cours en présentiel","parcours archéologie classique des mondes anciens et médiévaux | parcours archéologie funéraire et archéothanatologie | parcours master of maritime archaeology | parcours territoires, hommes, sociétés",,,http://formations.univ-amu.fr/ME5HSA.html,06/06/2020,05/07/2023
AF.52779,bachelor en sciences du management,https://www.onisep.fr/http/redirection/formation/slug/FOR.8843,"gestion des entreprises, comptabilité/administration de l'entreprise",diplôme d'école de commerce visé (bac + 3),Diplôme d'école revêtu d'un visa officiel,https://www.francecompetences.fr/recherche/rncp/37689/,bac + 3,ICN Business School,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2097,0542455A,privé,"86 rue du Sergent Blandan, CS 70148",54003,Nancy,Meurthe-et-Moselle,Nancy-Metz,Grand Est,48.674232711485,6.1708027124405,03 54 50 25 38,https://www.icn-artem.com,sans hébergement,"Locaux accessibles : accessibilité totale pour handicap moteur, rampe d'accès, ascenseur",3 ans,"temps plein, cours en présentiel",,"26650 euros en 2026 (9000 euros en 1re année, 8900 euros en 2e année et 8750 euros en 3e année, gratuit en apprentissage)",,https://www.icn-artem.com/formation/bachelor-en-management/,06/06/2020,07/11/2025
AF.32269,master mention réseaux et télécommunication,https://www.onisep.fr/http/redirection/formation/slug/FOR.10232,"électricité, électronique, robotique/télécommunications",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/38997/,bac + 5,EURECOM,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3697,0062022R,public,"450 route des Chappes, Campus SophiaTech",06410,Biot,Alpes-Maritimes,Nice,Provence-Alpes-Côte d'Azur,43.6135,7.07958,04 93 00 81 00,https://www.eurecom.fr/,sans hébergement : places en logements Crous et résidences,"Locaux accessibles : accessibilité totale pour handicap moteur, ascenseur",2 ans,"temps plein, cours en présentiel",parcours Internet des objets | parcours systèmes de communication intelligents,de 9000 euros jusqu'à 18000 euros en 2026 (18000 euros pour les étudiants hors Union européenne),,https://www.eurecom.fr/fr/les-formations/master-en-reseaux-et-telecommunication,06/06/2020,03/02/2026
AF.79150,"licence pro mention qualité, hygiène, sécurité, santé, environnement",https://www.onisep.fr/http/redirection/formation/slug/FOR.11369,"environnement, énergies, propreté/environnement (généralités)| matières premières, fabrication, industries/maintenance, qualité| environnement, énergies, propreté/propreté| armée, sécurité/sécurité, prévention",licence pro,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/40331/,bac + 3,UFR Sciences et techniques - site de Saint-Martin,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3116,0951931H,public,"2 avenue Adolphe Chauvin, BP 222",95302,Cergy,Val-d'Oise,Versailles,Ile-de-France,49.0435715,2.0853689,01 34 25 65 20,https://cytech.cyu.fr/lecole-cy-tech/institut-sciences-et-techniques,sans hébergement,,1 an,"temps plein, cours en présentiel","parcours santé, sécurité, environnement",,,http://www.cyu.fr/licence-qualite-hygiene-securite-sante-environnement-sante-securite-environnement-1,06/06/2020,11/04/2024
AF.127739,master mention génie urbain,https://www.onisep.fr/http/redirection/formation/slug/FOR.4890,"construction, architecture, travaux publics/génie civil, construction (généralités)",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/36762/,bac + 5,École des ingénieurs de la ville de Paris,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3661,0750043P,public,80 rue de Rébeval,75019,Paris,Paris,Paris,Ile-de-France,48.879277,2.351567,01 56 02 61 20,https://www.eivp-paris.fr,"sans hébergement (mais 30 chambres dans les résidences du Crous, 12 chambres en colocation dans les appartements de la Régie Immobilière de la Ville de Paris, et bourse aux logements organisée par les élèves)","Locaux accessibles : accessibilité totale pour handicap moteur, rampe d'accès, ascenseur",2 ans,"temps plein, cours en présentiel",parcours développement urbain durable | parcours génie urbain | parcours ingénierie de la maîtrise d'oeuvre architecturale et urbaine,,,https://formations.univ-gustave-eiffel.fr/master/detail/genie-urbain-37,06/03/2024,27/11/2025
AF.7294,"master mention archéologie, sciences pour l'archéologie",https://www.onisep.fr/http/redirection/formation/slug/FOR.11594,"histoire-géographie, psychologie, sociologie/histoire",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/40717/,bac + 5,École nationale supérieure d'architecture de Strasbourg,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10744,0670186N,public,"8 boulevard Wilson, BP 10037",67068,Strasbourg,Bas-Rhin,Strasbourg,Grand Est,48.586,7.73727,03 88 32 25 35,https://www.strasbourg.archi.fr/,sans hébergement,"Locaux accessibles : accessibilité totale pour handicap moteur, ascenseur",2 ans,"temps plein, cours en présentiel",parcours architecture et archéologie (en collaboration avec l'université de Strasbourg),,,https://www.strasbourg.archi.fr/Master-Architecture-et-Arch%C3%A9ologie,06/06/2020,25/11/2025
AF.38776,master mention histoire,https://www.onisep.fr/http/redirection/formation/slug/FOR.11593,"histoire-géographie, psychologie, sociologie/histoire",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/40794/,bac + 5,Institut littoral urbain durable intelligent,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18450,0171638N,public,Avenue Michel Crépeau,17000,La Rochelle,Charente-Maritime,Poitiers,Nouvelle-Aquitaine,46.142561504469,-1.1574752090604,05 46 45 91 14,https://www.univ-larochelle.fr,sans hébergement,Locaux accessibles : ascenseur,2 ans,"temps plein, cours en présentiel","parcours direction de projets ou établissements culturels | parcours histoire | parcours mémoires, patrimoines, territoires",,,,06/06/2020,10/01/2025
AF.89265,Master of Science in Management and Optimization of Supply Chain and Transport (pour étudiants internationaux),https://www.onisep.fr/http/redirection/formation/slug/FOR.3692,"gestion des entreprises, comptabilité/administration de l'entreprise| matières premières, fabrication, industries/génie industriel| logistique, transport/logistique| matières premières, fabrication, industries/méthodes industrialisation| logistique, transport/transport",formation d'école spécialisée,Diplôme conférant le grade de master,,bac + 5,École nationale supérieure Mines-Télécom Atlantique Bretagne Pays de la Loire - campus de Nantes,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5638,0442852L,public,"4 rue Alfred Kastler, La Chantrerie, CS 20722",44307,Nantes,Loire-Atlantique,Nantes,Pays de la Loire,47.280962,-1.5203837,02 51 85 81 00,http://www.imt-atlantique.fr,hébergement organisé hors établissement (homme/femme - 639 logements étudiants : studettes de 18 m² et T1 bis sur le campus et dans le centre-ville. Logements disponibles pour tous les étudiants),"Locaux accessibles : accessibilité totale pour handicap moteur, ascenseur, rampe d'accès",2 ans,"temps plein, cours en présentiel",,18000 euros en 2025 (9 000 euros par an selon la situation de l'étudiant),,https://www.imt-atlantique.fr/fr/formation/masters/msc/mplp-most,06/06/2020,05/03/2026
AF.24309,master mention histoire,https://www.onisep.fr/http/redirection/formation/slug/FOR.11593,"histoire-géographie, psychologie, sociologie/histoire",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/40794/,bac + 5,"Institut culture, patrimoine, sociétés numériques - Campus Hannah Arendt",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6203,0841264T,public,74 rue Louis Pasteur,84029,Avignon,Vaucluse,Aix-Marseille,Provence-Alpes-Côte d'Azur,43.9501,4.81758,04 90 16 25 00,http://www.univ-avignon.fr,sans hébergement,Locaux accessibles,2 ans,"temps plein, cours en présentiel","parcours histoire, culture, politique, société | parcours patrimoine et cultures numériques",,,,06/06/2020,01/10/2025
AF.102033,bachelor en sciences et ingénierie et management - Technologie et management (EMLV - ESILV),https://www.onisep.fr/http/redirection/formation/slug/FOR.11722,"gestion des entreprises, comptabilité/administration de l'entreprise| matières premières, fabrication, industries/fonction production (généralités)| commerce, marketing, vente/marketing, vente| informatique, Internet/systèmes et réseaux",diplôme d'école de commerce visé (bac + 3),Diplôme conférant le grade de licence,https://www.francecompetences.fr/recherche/rncp/41004/,bac + 3,École de management Léonard de Vinci,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15525,0922369A,privé,12 avenue Léonard de Vinci,92916,Courbevoie,Hauts-de-Seine,Versailles,Ile-de-France,48.896479110934,2.2364741563797,01 81 00 28 48,https://www.emlv.fr,sans hébergement (possibilité de logement dans les résidences universitaires proches de l'école ou consulter aussi https://housing.devinci.fr),"Locaux accessibles : accessibilité totale pour handicap moteur, rampe d'accès, ascenseur",3 ans,"temps plein, cours en présentiel",,23700 euros en 2026 (7900 euros par an),,https://www.esilv.fr/formations/bachelor-technologie-management/,17/12/2021,28/01/2026
AF.3316,"master mention électronique, énergie électrique, automatique",https://www.onisep.fr/http/redirection/formation/slug/FOR.10045,"mécanique/automatismes| électricité, électronique, robotique/électronique| environnement, énergies, propreté/énergies",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/38687/,bac + 5,UFR Sciences et techniques - site de Saint-Martin,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3116,0951931H,public,"2 avenue Adolphe Chauvin, BP 222",95302,Cergy,Val-d'Oise,Versailles,Ile-de-France,49.0435715,2.0853689,01 34 25 65 20,https://cytech.cyu.fr/lecole-cy-tech/institut-sciences-et-techniques,sans hébergement,,2 ans,"temps plein, cours en présentiel","parcours électronique approfondie | parcours électrotechnique, automatique approfondies | parcours traitement de l'information et gestion de l'énergie électrique | parcours tronc commun électronique, énergie électrique, automatique",,,https://www.cyu.fr/master-eea,06/06/2020,13/11/2025
AF.142864,psychologue du travail (CNAM),https://www.onisep.fr/http/redirection/formation/slug/FOR.12214,"histoire-géographie, psychologie, sociologie/psychologie",formation d'école spécialisée,Formation inscrite au RNCP,https://www.francecompetences.fr/recherche/rncp/37813/,bac + 5,Conservatoire national des arts et métiers Bourgogne-Franche-Comté - Belfort,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19364,0900024M,public,"13 rue Ernest Thierry-Mieg, Campus UTBM",90000,Belfort,Territoire-de-Belfort,Besançon,Bourgogne-Franche-Comté,47.6416,6.84501,03 84 58 33 10,https://www.cnam-bourgognefranchecomte.fr,sans hébergement,Locaux accessibles,5 ans,"temps plein, cours en présentiel",,5420 euros en 2026,,https://www.cnam-bourgognefranchecomte.fr/formations/travail-orientation-formation-social/titre-rncp-psychologue-du-travail-centre-pst,26/11/2025,16/12/2025
AF.125134,diplôme d'études supérieures en management global,https://www.onisep.fr/http/redirection/formation/slug/FOR.9388,"gestion des entreprises, comptabilité/administration de l'entreprise| commerce, marketing, vente/marketing, vente",diplôme d'école de commerce visé de niveau bac + 4 ou 5,Diplôme d'école revêtu d'un visa officiel,https://www.francecompetences.fr/recherche/rncp/37936/,bac + 5,Audencia Business School,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6686,0440112H,privé,"8 route de la Jonelière, Atlantic Campus, BP 31222",44312,Nantes,Loire-Atlantique,Nantes,Pays de la Loire,47.2468,-1.55272,02 40 37 34 34,https://www.audencia.com,sans hébergement : plateforme de recherche logement et conseil Audencia Studapart et partenariat avec Action Logement pour les alternants/apprentis et avec le Crous,"Locaux accessibles : ascenseur, rampe d'accès, accessibilité totale pour handicap moteur, boucle magnétique",2 ans,"temps plein, cours en présentiel",,"de 19400 euros jusqu'à 29800 euros en 2026 (19400 euros en un an, 29800 euros en 2 ans)",,https://www.audencia.com/les-formations/formations-post-bac3-a-post-bac5/msc,07/12/2023,09/01/2026
AF.132912,double cursus architecte-ingénieur,https://www.onisep.fr/http/redirection/formation/slug/FOR.2871,"construction, architecture, travaux publics/architecture| construction, architecture, travaux publics/génie civil, construction (généralités)",diplôme des écoles d'architecture,Diplôme national ou diplôme d'État,,bac + 5,École nationale supérieure d'architecture de Versailles,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5724,0780412Z,public,"5 avenue de Sceaux, Petites Ecuries du Roy",78000,Versailles,Yvelines,Versailles,Ile-de-France,48.8018,2.12718,01 39 07 40 00,https://www.versailles.archi.fr/fr,sans hébergement,"Locaux accessibles : accessibilité totale pour handicap moteur, ascenseur",6 ans,"temps plein, cours en présentiel",,30000 euros en 2024 (5.000 euros par an et gratuité pour les boursiers),,,21/10/2024,16/03/2026
AF.111620,mastère spé. manager de projet innovant en économie circulaire,https://www.onisep.fr/http/redirection/formation/slug/FOR.8183,"gestion des entreprises, comptabilité/administration de l'entreprise| matières premières, fabrication, industries/fonction production (généralités)| matières premières, fabrication, industries/génie industriel| économie, droit, politique/sciences économiques",mastère spécialisé,Label de la Conférence des grandes écoles (CGE),,bac + 6,ITECH Lyon,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5329,0693364G,privé,87 chemin des Mouilles,69134,Ecully,Rhône,Lyon,Auvergne-Rhône-Alpes,45.7874,4.7664,04 72 18 04 80,http://www.itech.fr,sans hébergement : un service d'aide au logement est mis en place à partir du mois de juin afin de se loger aux alentours de l'école,Locaux accessibles : accessibilité totale pour handicap moteur,1 an,"temps plein, cours en présentiel",,9900 euros en 2026,,https://www.itech.fr/formations/mastere-specialise/manager-projet-innovation-economie-circulaire/,27/10/2022,06/03/2026
AF.120726,licence mention sciences de la transition écologique et sociétale,https://www.onisep.fr/http/redirection/formation/slug/FOR.7407,"environnement, énergies, propreté/aménagement du territoire| environnement, énergies, propreté/environnement (généralités)| sciences/sciences de la Terre",licence,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/37025/,bac + 3,Départements de formation et recherche,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9011,9840349G,public,"Campus d'Outumaoro- Punaauia, BP 6570",98702,Faaa,Polynésie française,Collectivités d'Outre Mer,Collectivités d'outre-mer,-17.550961,-149.597397,689 803 803,http://www.upf.pf/,sans hébergement,,3 ans,"temps plein, cours en présentiel",parcours Transitions en milieux multi-insulaires,,,,17/04/2023,23/02/2026
AF.5501,préparation à l'agrégation de langues vivantes étrangères option anglais,https://www.onisep.fr/http/redirection/formation/slug/FOR.5752,"lettres, langues, enseignement/enseignement| lettres, langues, enseignement/langues",préparation à l'agrégation,Certificat délivré par l'école,,bac + 5,École normale supérieure Paris-Saclay,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1813,0912423P,public,4 avenue des Sciences,91190,Gif-sur-Yvette,Essonne,Versailles,Ile-de-France,48.71291565,2.164779603615,01 81 87 50 00,https://ens-paris-saclay.fr/,sans hébergement,,1 an,"temps plein, cours en présentiel",,,,,06/06/2020,06/06/2020
AF.12991,mastère spé. Data Science,https://www.onisep.fr/http/redirection/formation/slug/FOR.2090,"informatique, Internet/bases de données| informatique, Internet/informatique (généralités)| information-communication, audiovisuel/technologies de l'information",mastère spécialisé,Label de la Conférence des grandes écoles (CGE),,bac + 6,École nationale de la statistique et de l'administration économique,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14353,0912381U,public,5 avenue Henry le Chatelier,91120,Palaiseau,Essonne,Versailles,Ile-de-France,48.7107498,2.2074017,01 70 26 67 00,http://www.ensae.fr,"sans hébergement (places réservées au sein des résidences du guichet unique de Paris-Saclay avec procédure mutualisée entre écoles, accord avec des résidences privées, plateforme Studapart dédiée aux ENSAE, logement intergénérationnel avec l'association Ensembe2générations)","Locaux accessibles : accessibilité totale pour handicap moteur, ascenseur",1 an,"temps plein, cours en présentiel (temps partiel possible avec 2j/semaine en entreprise)",,10500 euros en 2026,,,06/06/2020,06/01/2026
AF.19457,année préparatoire cinéma d'animation,https://www.onisep.fr/http/redirection/formation/slug/FOR.3091,"arts, culture, artisanat/arts graphiques",classe de mise à niveau post bac,Certificat délivré par l'école,,bac + 1,Gobelins Paris - Campus Saint-Marcel,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3548,0754969U,privé,73 boulevard Saint-Marcel,75013,Paris,Paris,Paris,Ile-de-France,48.837308,2.35345,01 40 79 92 79,https://www.gobelins.fr,sans hébergement,"Locaux accessibles : accessibilité totale pour handicap moteur, ascenseur",1 an,"temps plein, cours en présentiel",,9500 euros en 2026 (15300 euros pour les ressortissants hors UE),,https://www.gobelins.fr/cinema-animation/formations/ca10-prepa-gobelins-animation,06/06/2020,16/03/2026
AF.21671,MSc Business Intelligence and Analytics,https://www.onisep.fr/http/redirection/formation/slug/FOR.4131,"gestion des entreprises, comptabilité/administration de l'entreprise| information-communication, audiovisuel/bibliothèque, documentation| commerce, marketing, vente/marketing, vente",Master of Science,Label de la Conférence des grandes écoles (CGE),,bac + 5,Clermont School of Business (ex ESC Clermont BS),https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14576,0630109B,privé,4 boulevard Trudaine,63000,Clermont-Ferrand,Puy-de-Dôme,Clermont-Ferrand,Auvergne-Rhône-Alpes,45.7781276,3.0909208098222,04 73 98 24 24,https://www.clermont-sb.fr,sans hébergement (consulter : https://www.esc-clermont.fr/logements-a-clermont-ferrand/),"Locaux accessibles : ascenseur, rampe d'accès",1 an,"temps plein, cours en présentiel",,12950 euros en 2026,,https://www.clermont-sb.fr/programme/msc-business-intelligence-analytics/,06/06/2020,03/02/2026
AF.130166,"master mention innovation, entreprise et société",https://www.onisep.fr/http/redirection/formation/slug/FOR.11881,"gestion des entreprises, comptabilité/administration de l'entreprise| matières premières, fabrication, industries/fonction production (généralités)| histoire-géographie, psychologie, sociologie/sciences humaines et sociales (généralités)",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/41077/,bac + 5,Institut polytechnique de Paris,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24491,0912403T,public,Route de Saclay,91128,Palaiseau,Essonne,Versailles,Ile-de-France,48.7190913,2.212668,,http://www.ip-paris.fr,sans hébergement,,2 ans,"temps plein, cours en présentiel",,,,,07/05/2024,16/05/2024
AF.117323,bachelor en sciences et ingénierie - génie de l'aménagement,https://www.onisep.fr/http/redirection/formation/slug/FOR.12530,"environnement, énergies, propreté/aménagement du territoire| environnement, énergies, propreté/environnement (généralités)| logistique, transport/transport| environnement, énergies, propreté/urbanisme",bachelor en sciences et ingénierie,Diplôme conférant le grade de licence,https://www.francecompetences.fr/recherche/rncp/42399,bac + 3,ENTPE Lyon,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14534,0692566P,public,Rue Maurice Audin,69518,Vaulx-en-Velin,Rhône,Lyon,Auvergne-Rhône-Alpes,45.7783,4.92297,04 72 04 70 70,http://www.entpe.fr,sans hébergement (partenariat pour le logement avec un bailleur social. Information sur https://www.entpe.fr/des-logements-proximite),"Locaux accessibles : accessibilité totale pour handicap moteur, rampe d'accès, ascenseur",3 ans,"temps plein, cours en présentiel (1re année du bachelor pour 1 tronc commun scientifique et technique)",,"178 euros en 2026 (1re année du bachelor, 2e année et 3e année gratuites en apprentissage)",,,30/01/2023,23/03/2026
AF.142554,DU diplôme de grand établissement mention mode et matière,https://www.onisep.fr/http/redirection/formation/slug/FOR.1895,"arts, culture, artisanat/arts graphiques",diplôme d'université,Diplôme conférant le grade de master,https://www.francecompetences.fr/recherche/rncp/39073/,bac + 5,Université Paris Sciences et Lettres,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16975,0756036D,public,60 rue Mazarine,75006,Paris,Paris,Paris,Ile-de-France,48.854714558684,2.3380322,01 85 76 08 70,http://www.psl.eu,sans hébergement,Locaux accessibles,2 ans,"temps plein, cours en présentiel",,,,https://psl.eu/formation/enamoma,04/11/2025,26/11/2025
AF.80857,"master mention gestion de production, logistique, achats",https://www.onisep.fr/http/redirection/formation/slug/FOR.12712,"commerce, marketing, vente/achat, approvisionnement| gestion des entreprises, comptabilité/administration de l'entreprise| matières premières, fabrication, industries/fabrication, productique| logistique, transport/logistique",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/42361,bac + 5,Faculté d'économie et de gestion - Campus Aix - site Pauliane,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13843,0134016V,public,424 chemin du viaduc,13080,Aix-en-Provence,Bouches-du-Rhône,Aix-Marseille,Provence-Alpes-Côte d'Azur,43.5188,5.4492,04 12 23 18 31,http://feg.univ-amu.fr,sans hébergement,,2 ans,"temps plein, cours en présentiel","parcours distribution et achats | parcours management de la chaîne logistique | parcours recherche, études et conseil en logistique et stratégie | parcours Supply Chain Durable",,,https://feg.univ-amu.fr/fr/formation/masters/master-1-gestion-de-production-logistique-achats,06/06/2020,16/04/2025
AF.88395,master mention génie civil,https://www.onisep.fr/http/redirection/formation/slug/FOR.10230,"construction, architecture, travaux publics/génie civil",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/38993/,bac + 5,Centrale Lille Institut,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.22977,0597139P,public,"Cité scientifique, CS 20048",59651,Villeneuve-d'Ascq,Nord,Lille,Hauts-de-France,50.6068423,3.1427818,03 20 33 53 53,https://centralelille.fr,sans hébergement,Locaux accessibles,1 an,"temps plein, cours en présentiel",parcours géo-matériaux et structures en génie civil,,,https://centralelille.fr/master-geniecivil-gms/,06/06/2020,21/11/2025
AF.132360,premier cycle INSA de Toulouse - Sup'Enr partenaire INSA post bac général,https://www.onisep.fr/http/redirection/formation/slug/FOR.10527,"environnement, énergies, propreté/énergies",cycle préparatoire intégré,Certificat délivré par l'école,,bac + 2,Institut national des sciences appliquées de Toulouse - site de Toulouse,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17074,0310152X,public,135 avenue de Rangueil,31077,Toulouse,Haute-Garonne,Toulouse,Occitanie,43.5704,1.46794,05 61 55 95 13,http://www.insa-toulouse.fr,sans hébergement (mais 8 résidences sur le campus. Une résidence de 221 chambres gérées conjointement INSA/Crous sur le campus de l'INSA et 1413 places dans 7 autres résidences implantées sur le campus INSA),"Locaux accessibles : accessibilité totale pour handicap moteur, ascenseur, plan incliné",2 ans,"temps plein, cours en présentiel",,1256 euros en 2025 (628 euros par an),,,19/09/2024,26/11/2025
AF.23307,master mention ingénierie des systèmes complexes,https://www.onisep.fr/http/redirection/formation/slug/FOR.10211,"matières premières, fabrication, industries/génie industriel",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/38981/,bac + 5,Université de technologie de Compiègne,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5705,0601223D,public,"Rue du docteur Schweitzer, CS 60319",60203,Compiègne,Oise,Amiens,Hauts-de-France,49.3999,2.79993,03 44 23 44 23,http://www.utc.fr,"hébergement organisé hors établissement (homme/femme - 711 logements en résidence Crous sont réservés pour l'UTC, et 1465 logements en résidence sont gérés par l'UTC en partenariat avec l'association Alesc)","Locaux accessibles : accessibilité totale pour handicap moteur, rampe d'accès, ascenseur",2 ans,"temps plein, cours en présentiel (niveau B1 en anglais exigé à l'entrée en formation)","parcours Advanced Machine Learning and Optimisation of Systems | parcours Advanced Manufacturing Systems | parcours apprentissage et optimisation des systèmes complexes | parcours automatique, robotique et systèmes intelligents | parcours biomécanique et bioingénierie | parcours structures et systèmes mécaniques complexes | parcours systèmes mécatroniques | parcours Systems of Systems Engineering",508 euros en 2026 (254 euros par an),,https://www.utc.fr/formations/diplome-de-master/mention-ingenierie-des-systemes-complexes-isc/,06/06/2020,12/11/2025
AF.101773,parcours des écoles d'ingénieurs Polytech - PeiP A - parcours généraliste,https://www.onisep.fr/http/redirection/formation/slug/FOR.12620,"matières premières, fabrication, industries/fonction production (généralités)",cycle préparatoire commun,Certificat délivré par l'école,https://www.polytech-reseau.org/cycle-preparatoire-peip/,bac + 2,École polytechnique universitaire de Savoie - site d'Annecy,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9971,0741510P,public,"5 chemin de Bellevue, BP 80439",74944,Annecy,Haute-Savoie,Grenoble,Auvergne-Rhône-Alpes,45.9194127,6.1553804,04 50 09 66 00,http://www.polytech.univ-smb.fr,"sans hébergement (possibilité de logement au Crous, locations privées. https://www.univ-smb.fr/polytech/vie-etudiante/logement)",Locaux accessibles : ascenseur,2 ans,"temps plein, cours en présentiel",,1256 euros en 2026 (628 euros par an),,https://www.geipi-polytech.org/les-ecoles-du-concours-geipi-polytech/polytech-annecy-chambery/,09/12/2021,29/05/2026
AF.9251,mastère spé. manager de l'amélioration continue (CESI),https://www.onisep.fr/http/redirection/formation/slug/FOR.10936,"matières premières, fabrication, industries/fabrication, productique| matières premières, fabrication, industries/fonction production (généralités)| matières premières, fabrication, industries/maintenance, qualité| matières premières, fabrication, industries/méthodes industrialisation| armée, sécurité/sécurité, prévention",mastère spécialisé,Label de la Conférence des grandes écoles (CGE),https://www.francecompetences.fr/recherche/rncp/39093/,bac + 6,CESI école d'ingénieurs - campus de Bordeaux,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3951,0332984P,privé,"264 boulevard Godard, Immeuble Phénix, CS 90113",33070,Bordeaux,Gironde,Bordeaux,Nouvelle-Aquitaine,44.865,-0.577573,05 56 95 50 50,http://www.cesi.fr,sans hébergement (voir résidences étudiantes à proximité),"Locaux accessibles : accessibilité totale pour handicap moteur, rampe d'accès, ascenseur",1 an,"temps plein, cours en présentiel",,,,,06/06/2020,13/01/2025
AF.146395,diplôme en gestion et développement des entreprises,https://www.onisep.fr/http/redirection/formation/slug/FOR.12516,"gestion des entreprises, comptabilité/administration de l'entreprise| commerce, marketing, vente/marketing, vente",diplôme d'école de commerce visé (bac + 3),Diplôme d'école revêtu d'un visa officiel,https://www.francecompetences.fr/recherche/rncp/42090/,bac + 3,EBS Paris,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9942,0753636V,privé,9 avenue Pierre de Coubertin,75013,Paris,Paris,Paris,Ile-de-France,48.8184536,2.3445566,01 81 51 15 10,https://www.ebs-paris.fr,sans hébergement (partenariat avec des résidences étudiantes et des agences),"Locaux accessibles : accessibilité totale pour handicap moteur, ascenseur",3 ans,"temps plein, cours en présentiel",,,,https://www.ebs-paris.fr/programs/business-development/,06/03/2026,06/03/2026
AF.130165,master mention ingénierie nucléaire,https://www.onisep.fr/http/redirection/formation/slug/FOR.10047,"environnement, énergies, propreté/énergies| matières premières, fabrication, industries/génie industriel| sciences/physique",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/38683/,bac + 5,Institut polytechnique de Paris,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24491,0912403T,public,Route de Saclay,91128,Palaiseau,Essonne,Versailles,Ile-de-France,48.7190913,2.212668,,http://www.ip-paris.fr,sans hébergement,,2 ans,"temps plein, cours en présentiel",parcours Nuclear Energy,,,,07/05/2024,16/05/2024
